"Calahorra - Datos Diarios - Fecha-Hora desde: 05-06-2007 00:00:00 - Fecha-Hora hasta: 17-03-2026 23:59:59"
"Fecha","T ( °C )","Hr ( % )","Rg ( MJ/m2 )","VV ( m/s )","VV ( km/h )","DV ( ° )","P ( l/m2 )","ETo ( mm/dia )","Ts ( °C )","HUMh_1 ( Minutos )","HUMh_2 ( Minutos )"
"Med","Max","Min","Med","Max","Min","Ac","Med","Max","Med","Max","Med","Max","Ac","Calc","Med","Max","Min","Ac","Ac"
"12-09-2015","21,5","26,8","18,2","74","95","44","10,668","3,4","10,5","12,3","37,8","86 ( ENE )","144 ( SSE )","1,6","3,7","23,4","24,3","22,6","172,496","0"
"13-09-2015","18,6","24,2","13,4","73","96","31","7,391","0,9","7,3","3,2","26,1","341 ( NNW )","132 ( ESE )","0","2,1","22","22,8","21,2","361,001","0"
"14-09-2015","17,3","24","10,9","60","93","27","17,896","1,4","7,7","5,2","27,9","351 ( NNW )","290 ( WNW )","0","3,4","21,3","23","19,2","190,67","0"
"15-09-2015","16,3","20,9","12,8","69","83","35","4,952","1,7","8,6","5,9","31","281 ( WNW )","122 ( ESE )","1,8","2,3","20,5","21,6","19,5","240,336","0"
"16-09-2015","22","27,8","18","54","86","35","15,282","3,6","14,3","13","51,5","40 ( NNE )","237 ( WSW )","0,6","4,8","21,2","23,3","19,4","87,673","0"
"17-09-2015","15,8","21,5","10,6","62","97","33","13,103","2,1","10","7,7","36","314 ( WNW )","261 ( WSW )","5,9","3","20,6","22","19,3","412,5","0"
"18-09-2015","14,5","23,5","7,5","74","100","31","19,874","1","5,8","3,7","20,8","5 ( NNE )","35 ( NNE )","0,2","3,1","18,9","20,6","16,8","586","0"
"19-09-2015","16,2","25,2","9","67","96","30","21,358","1,4","6,6","5","23,6","289 ( WNW )","32 ( NNE )","0","3,6","19,2","21,2","16,8","311","0"
"20-09-2015","17,3","27,4","9,4","62","96","12","21,811","2","7,5","7,1","27,2","331 ( NNW )","326 ( NNW )","0","4,6","19,6","21,6","17,2","207,5","0"
"21-09-2015","18,2","29,2","8,4","60","93","20","20,958","1,4","7,3","5,1","26,1","281 ( WNW )","315 ( NW )","0","4","20,3","22,6","17,5","388,673","0"
"22-09-2015","17,6","23,4","13,1","63","87","37","15,811","2,1","8,6","7,5","31","9 ( NNE )","339 ( NNW )","0","3,4","21,1","22,6","19,4","0","0"
"23-09-2015","15,6","19,7","11,6","70","90","57","11,888","2,6","10,5","9,4","37,8","84 ( ENE )","323 ( NNW )","0","2,5","20,3","21,3","19,1","78,17","0"
"24-09-2015","17,4","25,4","11,5","66","96","28","15,888","2,1","8,7","7,5","31,4","311 ( WNW )","311 ( WNW )","0","3,6","19,7","21,7","17,7","392,334","0"
"25-09-2015","18,7","29,4","10,7","53","90","17","18,215","1,5","6,5","5,4","23,3","296 ( WNW )","308 ( WNW )","0","3,9","20,5","23","18","38,17","0"
"26-09-2015","18,7","29,2","11,3","58","86","20","17,275","1,4","8,6","5,1","31","74 ( ENE )","19 ( NNE )","0","3,7","20,8","23","18,7","7,667","0"
"27-09-2015","17,1","25,6","11","62","94","24","19,881","2","7,6","7,2","27,5","347 ( NNW )","291 ( WNW )","0","3,9","20,8","22,4","18,8","303","0"
"28-09-2015","15,6","24,2","8,2","66","92","35","19,069","1,3","7,8","4,7","28,2","75 ( ENE )","124 ( ESE )","0","3","20,2","22,1","17,9","261,5","0"
"29-09-2015","16,4","24,9","8,6","66","93","33","16,871","1,4","8,6","5,2","31","310 ( WNW )","90 ( E )","0","3","20,6","23,5","17,9","253,159","0"
"30-09-2015","17,8","23,9","11,8","63","89","38","18,121","2,3","8,4","8,3","30,3","17 ( NNE )","131 ( ESE )","0","3,5","21,5","23,4","19,5","0","0"
"01-10-2015","17,3","26,6","9,6","58","91","16","18,801","2,1","11,3","7,7","40,6","10 ( NNE )","321 ( NNW )","0","4,1","20,7","23","18,2","69,33","0"
"02-10-2015","14,1","20","9,5","66","86","40","13,935","1,1","6,1","4,1","21,9","33 ( NNE )","336 ( NNW )","0","2,2","20,1","21,7","18,5","1","0"
"03-10-2015","14","22,3","6,4","58","88","27","18,145","0,9","4,4","3,3","15,9","336 ( NNW )","320 ( NNW )","0","2,5","19,4","21,9","16,8","59,5","0"
"04-10-2015","13,1","17,8","8","82","94","68","3,741","2,2","12,4","7,8","44,5","44 ( NNE )","140 ( SSE )","1,4","1,4","17,9","19,5","17,1","275,833","0"
"05-10-2015","22,3","26,4","15,1","59","97","39","7,59","3,2","12,4","11,5","44,5","281 ( WNW )","208 ( SSW )","0,2","3,2","19,5","21,1","18","39,493","0"
"06-10-2015","19,1","25","13,9","59","86","30","9,168","1,7","10,4","6,1","37,4","292 ( WNW )","276 ( WNW )","0","2,7","20,2","21,7","18,9","92,004","0"
"07-10-2015","14,8","19,8","10,4","71","93","37","12,081","1,5","7,6","5,3","27,5","57 ( ENE )","335 ( NNW )","0","2,2","19,5","21,1","18,1","452,167","0"
"08-10-2015","14,3","22","9","65","90","36","17,193","2,1","7,1","7,4","25,4","308 ( WNW )","302 ( WNW )","0","3","18,7","21,1","16,7","0","0"
"09-10-2015","13,6","23,3","6,4","65","92","30","17,229","0,9","3,7","3,3","13,4","56 ( ENE )","352 ( NNW )","0","2,3","18,4","21","15,9","284,5","0"
"10-10-2015","14,2","23,5","5,3","65","92","36","15,729","1","4,8","3,6","17,3","44 ( NNE )","139 ( SSE )","0","2,3","18,4","20,8","15,8","187,5","0"
"11-10-2015","15,1","18,7","10,5","75","92","59","6,319","0,5","2,5","1,8","9,2","329 ( NNW )","91 ( ESE )","0,4","1,2","18,7","19,9","17,5","264,156","0"
"12-10-2015","15","23,6","9,8","85","98","50","10,944","1,6","10,3","5,8","37","320 ( NNW )","315 ( NW )","5,7","2,2","18,6","21,1","16,7","961,673","0"
"13-10-2015","13","16,9","10,3","75","92","60","6,278","2,6","8,3","9,4","30","12 ( NNE )","302 ( WNW )","0","1,7","16,8","18,5","15,3","226,33","0"
"14-10-2015","11,2","16,3","6,8","61","81","37","16,875","3,5","10,8","12,5","38,8","328 ( NNW )","336 ( NNW )","0","2,9","15","16,6","13,5","0","0"
"15-10-2015","10","17,8","4,2","60","85","27","16,898","2,7","8,9","9,8","32,1","12 ( NNE )","309 ( WNW )","0","2,9","14,1","16,4","11,9","0","0"
"16-10-2015","9,3","17,9","2,3","69","93","34","15,389","0,9","3,8","3,1","13,8","9 ( NNE )","306 ( WNW )","0","1,7","14,2","16,9","11,5","505,837","0"
"17-10-2015","11,2","18,8","2,5","78","97","50","12,775","1,9","9,4","6,7","33,9","272 ( WNW )","140 ( SSE )","3,4","1,9","14,6","16,7","12,1","754,163","0"
"18-10-2015","15","18,3","13,2","94","99","79","4,479","1,3","6,2","4,5","22,2","328 ( NNW )","142 ( SSE )","0,6","1","16,3","17,6","15,5","877,34","0"
"19-10-2015","15,2","16,5","13,5","99","100","97","1,808","0,6","3,5","2,3","12,7","344 ( NNW )","131 ( ESE )","6,7","0,6","16,5","17","16","1440","0"
"20-10-2015","13,7","16,2","11,2","77","100","55","12,048","4","14,2","14,5","51,2","350 ( NNW )","303 ( WNW )","7,3","2,1","15,6","16,6","14","458,17","0"
"21-10-2015","12,1","15,9","8,2","63","82","41","12,674","3,4","10,5","12,3","37,8","66 ( ENE )","355 ( NNW )","0","2,5","13,8","15,2","12,7","0","0"
"22-10-2015","12,6","17,2","8,3","72","85","55","6,966","3,2","10,7","11,4","38,4","310 ( WNW )","298 ( WNW )","0","2","13,2","14,8","12","0","0"
"23-10-2015","12,8","20,1","5,7","73","98","38","12,861","1,3","6,8","4,6","24,3","78 ( ENE )","310 ( WNW )","0","1,8","13,8","16,2","11,5","220,834","0"
"24-10-2015","14,4","19,3","9,8","79","95","60","8,935","0,8","6,4","3","22,9","322 ( NNW )","130 ( ESE )","0","1,3","15","17,2","13,2","67,5","0"
"25-10-2015","15,8","21,6","11,9","75","90","42","12,582","1,5","7,1","5,4","25,4","16 ( NNE )","137 ( SSE )","0","2","16,2","18,4","14,5","0","0"
"26-10-2015","15,8","20,6","11,2","75","93","53","10,099","3,4","10,2","12,4","36,7","49 ( ENE )","146 ( SSE )","0","2,3","15,8","17,3","14,5","78","0"
"27-10-2015","14,4","19,5","8,8","83","93","58","6,877","3,1","11,4","11","40,9","25 ( NNE )","123 ( ESE )","0,6","1,9","15,9","16,8","14,3","277,834","0"
"28-10-2015","11,4","18,3","7","86","98","49","9,806","0,8","6,5","2,7","23,3","48 ( ENE )","283 ( WNW )","3","1,2","14,3","16","12,7","1159,33","0"
"29-10-2015","14","21,7","9,2","82","99","47","11,715","0,6","3,3","2,1","12","334 ( NNW )","300 ( WNW )","0","1,3","15,2","17,3","13,5","764,17","0"
"30-10-2015","15","22","8,6","77","100","48","12,827","2,4","10,2","8,5","36,7","35 ( NNE )","155 ( SSE )","0,2","2,2","15,1","17","13,1","597,17","0"
"31-10-2015","15,1","20,1","11,7","82","95","56","6,083","2,5","10,6","8,9","38,1","300 ( WNW )","139 ( SSE )","0","1,7","15,6","16,7","15","243","0"
"01-11-2015","13,7","18,3","8,6","78","95","55","9,709","2,1","8,7","7,4","31,4","326 ( NNW )","130 ( ESE )","0","1,6","14,8","16,2","13,3","348,51","0"
"02-11-2015","12,4","14,3","11","89","100","66","1,194","2,2","10,3","8","37","9 ( NNE )","131 ( ESE )","19,2","1","14,3","15,1","13,4","1008,5","0"
"03-11-2015","12,7","15,6","10,7","81","96","68","3,434","3,3","9,4","11,8","33,9","23 ( NNE )","144 ( SSE )","0","1,3","13","13,6","12,4","22,67","0"
"04-11-2015","11,7","17,8","6,9","94","100","61","5,695","0,7","4,9","2,7","17,6","49 ( ENE )","119 ( ESE )","0,6","0,9","13,3","14,8","11,8","1229","0"
"05-11-2015","12","16,2","8,5","97","100","83","3,936","0,5","2,8","1,7","10,2","29 ( NNE )","342 ( NNW )","0,2","0,7","13,6","14,7","12,5","1189,333","0"
"06-11-2015","13,9","21,5","8","88","100","58","11,063","0,7","3,8","2,6","13,8","351 ( NNW )","158 ( SSE )","0,2","1,1","14","16","12,1","916,83","0"
"07-11-2015","12,8","18,8","9,2","96","100","74","6,03","0,6","3,5","2,2","12,7","283 ( WNW )","331 ( NNW )","0","0,8","14,3","15,5","13,4","1119,67","0"
"08-11-2015","12,6","17,7","8,4","98","100","84","6,759","1,5","9","5,3","32,5","292 ( WNW )","138 ( SSE )","0,4","0,8","13,9","15,2","12,9","1144,83","0"
"09-11-2015","15,6","22,4","10,7","84","100","53","11,338","1","5,8","3,5","20,8","327 ( NNW )","329 ( NNW )","0","1,3","15,3","17,2","14,2","593,33","0"
"10-11-2015","12,6","17,1","10,6","95","100","70","7,393","0,7","3,1","2,7","11,3","48 ( ENE )","328 ( NNW )","0,2","0,8","15","16","14,5","1106,833","0"
"11-11-2015","10,8","11,7","9,9","99","100","96","1,713","0,8","3","2,8","10,9","15 ( NNE )","291 ( WNW )","0,2","0,5","14,3","14,8","13,9","815,5","0"
"12-11-2015","9,6","10,4","8,4","98","100","92","1,344","1","4,8","3,6","17,3","328 ( NNW )","320 ( NNW )","0,4","0,5","13,3","13,9","12,8","661,503","0"
"13-11-2015","12,2","18,3","6,1","87","100","64","8,975","2,1","9","7,5","32,5","69 ( ENE )","307 ( WNW )","0","1,2","13,1","14,6","11,7","62,667","0"
"14-11-2015","13,1","18,9","6,6","82","98","56","11,052","1,1","5,5","3,9","19,8","53 ( ENE )","303 ( WNW )","0","1,1","13,6","15,1","12,2","283,17","0"
"15-11-2015","7,1","8,4","4,9","100","100","98","2,479","0,5","2,5","1,8","9,2","277 ( WNW )","204 ( SSW )","0,4","0,4","12","13","11,5","1109,003","0"
"16-11-2015","8,6","16,5","3,8","88","100","55","10,393","0,9","4,2","3,2","15,2","40 ( NNE )","335 ( NNW )","0","0,8","12","13,3","10,9","791","0"
"17-11-2015","10","16,5","4,7","73","95","46","11,04","2,4","8,2","8,7","29,6","274 ( WNW )","287 ( WNW )","0,2","1,6","10,9","12,2","9,4","517,833","0"
"18-11-2015","12,4","19,7","7,6","73","88","48","9,503","1,8","5,8","6,5","20,8","326 ( NNW )","321 ( NNW )","0","1,5","11,5","13,3","10","0","0"
"19-11-2015","12,7","19,6","7,4","78","94","55","9,822","1,6","5,8","5,8","20,8","287 ( WNW )","334 ( NNW )","0","1,3","12,1","13,7","10,6","0","0"
"20-11-2015","12,1","16,6","7,4","73","95","52","8,031","2,5","10,2","9,2","36,7","62 ( ENE )","299 ( WNW )","0","1,4","11,9","13,1","10,6","494,66","0"
"21-11-2015","8,5","13,1","4,8","78","91","63","6,257","5,8","18,1","20,8","65,3","72 ( ENE )","317 ( NNW )","6,9","1,6","10,9","12","9","626,5","0"
"22-11-2015","5,7","8,9","3,2","84","97","67","5,818","3,4","12,3","12,4","44,1","53 ( ENE )","282 ( WNW )","3,2","0,9","8,7","9,5","8","1075,157","0"
"23-11-2015","5,1","8,2","1,5","76","93","54","7,556","3,5","10,1","12,5","36,3","43 ( NNE )","329 ( NNW )","0,2","1,1","7,4","8,4","6","549,327","0"
"24-11-2015","7,8","10,2","4","80","94","69","3,269","2,8","8,7","10","31,4","35 ( NNE )","281 ( WNW )","0,2","0,9","8","8,9","7,1","125,83","0"
"25-11-2015","12,3","15,2","9","68","83","58","3,303","7","19","25,2","68,4","57 ( ENE )","314 ( WNW )","0","2,3","9,6","10,7","8,6","119,667","0"
"26-11-2015","12,3","14,6","10,5","67","83","52","5,305","6,6","17,4","23,9","62,5","42 ( NNE )","305 ( WNW )","0","2,4","10,5","11,1","9,9","7,5","0"
"27-11-2015","11,3","14","9,8","76","87","58","4,724","3,7","11","13,5","39,5","347 ( NNW )","314 ( WNW )","0","1,6","10,6","11,2","10,2","79,33","0"
"28-11-2015","9,9","13,2","4,5","74","94","54","8,288","3,6","11,5","12,9","41,3","284 ( WNW )","330 ( NNW )","0","1,4","10,6","11,5","9,2","243,673","0"
"29-11-2015","6,7","13,5","2,2","76","95","47","9,565","1,4","5,7","5","20,5","354 ( NNW )","337 ( NNW )","0","0,9","8,6","9,9","7,2","804,5","0"
"30-11-2015","5,2","14,6","-0,5","84","100","46","9,303","0,7","3,2","2,4","11,6","5 ( NNE )","316 ( NNW )","0,2","0,6","7,6","9,1","6,1","927,33","0"
"01-12-2015","3,5","11,4","-1,6","78","96","42","9,24","0,8","2,7","2,9","9,9","331 ( NNW )","135 ( SE )","0,2","0,6","6,6","7,9","5,1","523,33","0"
"02-12-2015","4,9","14,4","-1,2","76","96","38","8,558","0,6","2,3","2,3","8,1","68 ( ENE )","336 ( NNW )","0","0,6","6,4","8,1","4,8","197,663","0"
"03-12-2015","4,6","12,6","-1,1","85","100","55","7,322","0,5","1,9","1,7","6,7","10 ( NNE )","188 ( SSW )","0","0,4","6,6","8,2","5,1","742,663","0"
"04-12-2015","7,4","15,7","1,1","86","100","56","6,327","0,9","3,4","3,4","12,3","31 ( NNE )","312 ( WNW )","0","0,7","7,1","9","5,4","705,17","0"
"05-12-2015","7,2","14,1","2","90","100","65","8,294","0,7","2,5","2,5","8,8","299 ( WNW )","150 ( SSE )","0,2","0,5","7,8","9,4","6,3","1014,67","0"
"06-12-2015","7,4","11,6","2,8","95","100","83","3,275","0,7","3,8","2,7","13,8","321 ( NNW )","106 ( ESE )","0","0,4","8,1","9,2","7,2","667,833","0"
"07-12-2015","9,8","12,9","7,4","90","98","75","6,999","2,6","10,6","9,2","38,1","327 ( NNW )","133 ( ESE )","0","0,7","9,5","10,4","9","123,167","0"
"08-12-2015","9,5","12","6,6","94","100","84","2,957","0,8","3,6","2,8","13,1","79 ( ENE )","321 ( NNW )","0","0,5","9,7","10,8","9","560,67","0"
"09-12-2015","10,1","16","3,2","81","97","52","8,626","1,3","4,8","4,8","17,3","1 ( NNE )","334 ( NNW )","0","0,8","10","11,2","9,1","499,99","0"
"10-12-2015","4,9","6,4","1,6","99","100","96","1,606","0,6","2,7","2,2","9,9","87 ( ENE )","143 ( SSE )","0,4","0,4","8,4","9,1","7,8","1151","0"
"11-12-2015","5,6","6,4","5","96","100","90","1,215","0,7","3,2","2,7","11,6","321 ( NNW )","218 ( SSW )","0,4","0,4","8,4","8,7","8,2","1290,337","0"
"12-12-2015","5,1","5,7","3,9","94","95","93","1,013","0,8","3,7","2,7","13,4","45 ( NE )","155 ( SSE )","0,4","0,4","8,1","8,4","7,9","1427,67","0"
"13-12-2015","5","5,6","4,4","93","95","89","1,545","1","4,9","3,6","17,6","351 ( NNW )","132 ( ESE )","0","0,4","8","8,2","7,8","532,84","0"
"14-12-2015","4,8","6","3,8","96","97","94","1,261","1,2","5,7","4,5","20,5","359 ( NNW )","122 ( ESE )","0,4","0,4","7,6","7,8","7,3","849,334","0"
"15-12-2015","5,8","8,2","3,7","95","97","87","2,57","0,6","3,2","2,3","11,6","273 ( WNW )","228 ( WSW )","0","0,4","8","8,9","7,4","968,003","0"
"16-12-2015","6,4","14,3","1,3","89","97","66","6,006","0,5","2,4","1,9","8,5","349 ( NNW )","68 ( ENE )","0","0,4","7,5","9,1","6,1","1022,173","0"
"17-12-2015","4,9","9,4","1,7","95","98","88","3,962","0,6","2,6","2,1","9,5","352 ( NNW )","323 ( NNW )","0,2","0,3","7,5","8,6","6,5","1151,67","0"
"18-12-2015","6,2","13","0,5","90","97","67","6,182","0,6","2,5","2","9,2","47 ( ENE )","93 ( ESE )","0,2","0,4","7,3","8,7","5,8","870,003","0"
"19-12-2015","6,1","11,2","2,6","92","98","78","4,703","0,7","4,9","2,4","17,6","343 ( NNW )","144 ( SSE )","0","0,4","7,8","8,9","6,8","1066","0"
"20-12-2015","7,3","9,8","4,5","89","94","79","3,242","1","6,3","3,5","22,6","338 ( NNW )","144 ( SSE )","0,2","0,5","7,8","8,7","6,9","469,337","0"
"21-12-2015","8,5","13,8","2,4","84","94","57","7,787","0,6","3,2","2,2","11,6","4 ( NNE )","324 ( NNW )","0","0,4","8,9","10,2","7,9","408,67","0"
"22-12-2015","5","6,4","1,8","92","95","88","1,358","0,8","3,2","2,8","11,6","323 ( NNW )","348 ( NNW )","0","0,4","7,8","8,2","7,4","667,5","0"
"23-12-2015","3,5","4,8","1,4","96","97","94","2,006","1,2","5","4,4","18","14 ( NNE )","138 ( SSE )","0","0,3","7,5","7,8","7,1","1055,173","0"
"24-12-2015","6,2","7,7","4,4","93","97","87","1,476","0,8","4,4","2,9","15,9","11 ( NNE )","133 ( ESE )","0,2","0,4","7,6","8,2","7,2","577,833","0"
"25-12-2015","5,8","6,8","4,8","91","95","86","1,609","1","3,3","3,4","12","0 ( N )","262 ( WSW )","0","0,5","8","8,4","7,7","0","0"
"26-12-2015","3,5","5,2","2,6","97","98","93","1,263","1,3","5,1","4,6","18,3","274 ( WNW )","128 ( ESE )","0","0,4","7,3","7,9","6,9","696,17","0"
"27-12-2015","3,1","5","1,8","96","98","94","2,12","1,8","9,8","6,4","35,3","348 ( NNW )","122 ( ESE )","0,2","0,3","6,7","7","6,4","863,003","0"
"28-12-2015","8,8","11,8","4,4","88","97","76","6,006","7,2","15,9","25,9","57,2","25 ( NNE )","135 ( SE )","0","1","7,6","8,9","6,4","356,5","0"
"29-12-2015","8,5","13,7","3,2","82","96","59","7,541","1,3","9,9","4,8","35,6","351 ( NNW )","159 ( SSE )","0,2","0,7","8,5","9,4","7,2","623,663","0"
"30-12-2015","5,3","11,7","-0,3","85","96","60","6,68","0,9","3,8","3,4","13,8","29 ( NNE )","156 ( SSE )","0","0,5","7,2","8,3","5,8","680,83","0"
"31-12-2015","8","11,8","2,9","86","95","76","3,96","0,8","3,7","2,9","13,4","347 ( NNW )","295 ( WNW )","1,2","0,5","8,3","9,6","7,6","536,664","0"
"01-01-2016","7,8","13,1","1,5","85","95","67","5,964","3,5","12,2","12,5","43,7","37 ( NNE )","142 ( SSE )","2","1","7,5","8,7","6,4","822,497","0"
"02-01-2016","6,8","12,2","0,6","78","96","47","8,354","2,1","12,4","7,4","44,5","60 ( ENE )","313 ( WNW )","0,2","1","7,5","8,6","6,3","752,17","0"
"03-01-2016","4,1","7","0,2","91","96","80","1,469","1","3,4","3,6","12,3","333 ( NNW )","279 ( WNW )","8,5","0,5","6,1","6,9","5,4","1115,66","0"
"04-01-2016","7,6","9,4","6","96","97","95","1,352","0,5","2,8","1,8","10,2","44 ( NNE )","220 ( SSW )","21,6","0,4","7,6","8,4","6,9","1440","0"
"05-01-2016","6","11,2","1,2","79","97","48","8,254","1,8","9,9","6,6","35,6","355 ( NNW )","311 ( WNW )","0,2","0,9","7,1","7,8","6,2","705,33","0"
"06-01-2016","6,7","10,8","2,7","72","93","51","6,062","2,4","10,7","8,5","38,4","62 ( ENE )","292 ( WNW )","0,8","1,1","6,2","7,3","5,4","432,67","0"
"07-01-2016","8,7","15","3","84","95","56","4,74","1","4,1","3,5","14,8","8 ( NNE )","89 ( ENE )","0","0,8","7,2","8,8","5,9","718,33","0"
"08-01-2016","11,8","17,9","8,2","79","94","54","2,81","1,5","11,2","5,3","40,2","324 ( NNW )","197 ( SSW )","2,2","1,1","8,8","9,9","7,9","292,33","0"
"09-01-2016","10","14,7","6,8","82","97","44","5,638","1","6,8","3,7","24,3","345 ( NNW )","198 ( SSW )","0,2","0,9","9,5","10,4","8,6","729,33","0"
"10-01-2016","12,6","16,4","8,2","65","82","48","6,004","1,7","12","6,3","43,1","355 ( NNW )","228 ( WSW )","0","1,3","9,4","10,7","8,4","99,337","0"
"11-01-2016","10,3","16","5,2","63","91","39","6,912","2,6","16,9","9,3","60,7","40 ( NNE )","306 ( WNW )","1","1,7","9,3","10","7,8","393,17","0"
"12-01-2016","6,9","11,8","2,8","70","90","49","8,983","2,8","12,6","9,9","45,5","66 ( ENE )","318 ( NNW )","0","1,3","7,2","8,1","6,2","223,167","0"
"13-01-2016","3,8","8,9","-1,2","85","95","64","5,332","0,8","5,7","2,9","20,5","320 ( NNW )","134 ( ESE )","0","0,5","6,2","7,2","4,8","917,657","0"
"14-01-2016","6,4","10,7","3,1","86","93","74","2,909","1,9","6,8","6,8","24,3","282 ( WNW )","300 ( WNW )","4,2","0,7","6,8","7,8","5,9","780,5","0"
"15-01-2016","5,8","8,5","3,1","75","84","63","5,716","4,4","12,5","15,7","45,1","79 ( ENE )","290 ( WNW )","0","1,3","6,7","7,3","6","909,33","0"
"16-01-2016","4,3","7,5","2,2","78","89","59","6,241","3,3","12,7","11,8","45,9","59 ( ENE )","299 ( WNW )","1,4","1,1","5,7","6,4","5,1","947,167","0"
"17-01-2016","4,2","9,6","-0,1","75","88","49","7,286","1,1","4,5","4","16,2","325 ( NNW )","347 ( NNW )","0","0,8","5,1","6,5","3,7","466,006","0"
"18-01-2016","4,6","9,1","1","86","94","65","5,248","1","7,7","3,7","27,9","360 ( N )","256 ( WSW )","5,1","0,6","6,1","7","5,2","1340,17","0"
"19-01-2016","5,1","9,8","0,6","77","93","61","8,12","1,4","5,4","5,1","19,4","62 ( ENE )","320 ( NNW )","0","0,7","5,3","6,8","4,1","351,5","0"
"20-01-2016","4","10,3","0,4","84","95","58","8,831","0,7","3,9","2,4","14,1","1 ( NNE )","108 ( ESE )","0","0,6","5,5","7","4,4","869,497","0"
"21-01-2016","4,6","12,6","-1,7","85","96","62","9,727","0,7","3,9","2,4","14,1","77 ( ENE )","114 ( ESE )","0,2","0,6","5,3","7","3,7","478,16","0"
"22-01-2016","5,6","10,6","0,4","90","96","72","4,935","0,4","2,2","1,3","7,8","72 ( ENE )","274 ( WNW )","0,2","0,5","6","7,4","4,7","1308,163","0"
"23-01-2016","8","13","5","91","96","77","5,502","0,7","3,1","2,5","11,3","310 ( WNW )","126 ( ESE )","0","0,6","7,4","8,8","6,5","1133,33","0"
"24-01-2016","6,6","9,8","4,6","97","98","95","2,346","0,8","5,2","3","18,7","278 ( WNW )","111 ( ESE )","0,4","0,4","7,4","8,1","7","1344","0"
"25-01-2016","8,2","9,4","5,2","100","100","98","1,715","1,1","7","4","25","309 ( WNW )","132 ( ESE )","0,6","0,4","7,9","8,6","7,2","1440","0"
"26-01-2016","8,4","9,5","7,4","93","99","85","1,953","0,8","2,8","2,9","10,2","316 ( NNW )","125 ( ESE )","0","0,5","8,6","9,1","8,2","572","0"
"27-01-2016","8","9","6,8","92","96","89","1,42","0,9","4,4","3,4","15,9","308 ( WNW )","162 ( SSE )","0,2","0,5","8,7","8,9","8,4","667,504","0"
"28-01-2016","7,9","9,4","7,2","92","96","81","2,568","1,1","4,7","4,1","16,9","34 ( NNE )","132 ( ESE )","3,8","0,6","8,7","9,3","8,3","901,833","0"
"29-01-2016","7,7","10","2,4","87","94","74","3,132","2,2","6,9","7,9","24,7","29 ( NNE )","287 ( WNW )","2,2","0,8","8,5","9,1","7,6","897,667","0"
"30-01-2016","4,3","9,5","-0,4","92","99","76","7,863","0,8","2,7","2,7","9,9","45 ( NE )","159 ( SSE )","0","0,6","7","8,5","5,5","1187,837","0"
"31-01-2016","9,7","14,8","4","83","98","67","3,665","2,6","9,6","9,2","34,6","317 ( NNW )","314 ( WNW )","0","1,1","7,9","9,2","6,8","515,167","0"
"01-02-2016","10,7","15,7","7","80","93","59","11,308","2,7","9,5","9,8","34,2","15 ( NNE )","320 ( NNW )","0","1,5","9","10,3","7,8","434,83","0"
"02-02-2016","9,1","13,3","5,2","81","93","62","7,644","2,6","9","9,4","32,5","304 ( WNW )","319 ( NNW )","0","1,3","8,6","9,6","7,5","405,163","0"
"03-02-2016","9,2","12,4","5,3","71","84","51","11,1","4,5","13,5","16","48,7","323 ( NNW )","320 ( NNW )","0","1,9","8,9","9,6","8,1","16,167","0"
"04-02-2016","6,7","11,9","1,8","74","90","53","11,988","2,4","9,1","8,7","32,8","53 ( ENE )","303 ( WNW )","0","1,4","7,8","9","6,5","489,33","0"
"05-02-2016","3,1","9,1","-2","87","97","67","8,88","0,8","4,4","3","15,9","30 ( NNE )","328 ( NNW )","0","0,7","6,6","7,9","5,2","652,337","0"
"06-02-2016","6,2","15,4","-2,9","76","97","44","10,291","2,9","18,1","10,4","65,3","28 ( NNE )","281 ( WNW )","0,8","1,9","6,2","7,9","4,4","304,831","0"
"07-02-2016","7,4","12,2","2,5","66","86","41","11,975","3,6","13,8","13,1","49,8","350 ( NNW )","343 ( NNW )","0,4","2","7,3","8,1","6,2","217,33","0"
"08-02-2016","8,2","16,4","0,7","72","93","43","11,132","1","4","3,4","14,5","47 ( ENE )","141 ( SSE )","0","1,2","7,1","9,2","5","378,66","0"
"09-02-2016","12,1","18,1","6,3","65","93","35","4,518","4,1","21,6","14,7","77,6","314 ( WNW )","298 ( WNW )","0","2,7","8,7","9,9","7,7","168,167","0"
"10-02-2016","7,6","9,6","6,2","86","95","77","4,718","1,1","7,4","4,1","26,8","31 ( NNE )","347 ( NNW )","18,8","0,7","8,8","9,6","8,1","825,82","0"
"11-02-2016","7,7","11,1","5,7","92","96","78","6,177","0,7","3,8","2,6","13,8","80 ( ENE )","25 ( NNE )","3,6","0,7","9","10,2","8","1250,67","0"
"12-02-2016","9,2","12,6","6,3","94","98","86","4,209","0,8","3,6","3","13,1","69 ( ENE )","80 ( ENE )","10,7","0,7","9,3","10,3","8,4","1440","0"
"13-02-2016","12,5","20,1","8,9","86","99","43","9,081","1,4","8","5,1","28,9","298 ( WNW )","297 ( WNW )","3,8","1,7","10,8","12,3","9,7","1168,5","0"
"14-02-2016","7,7","13,5","4,7","75","96","55","6,256","4,3","16,2","15,5","58,2","63 ( ENE )","309 ( WNW )","2,2","1,8","9,4","11,1","7,9","605,503","0"
"15-02-2016","4,4","7,8","1,4","80","94","51","8,717","5,3","16,1","19,2","57,9","40 ( NNE )","351 ( NNW )","8,1","1,6","7,1","7,9","6,1","735,333","0"
